decalage	unique	phase	marge	rx_avant	daram_len	vraies	mots_distincts	crc_ok	sb_tentees
-4	0	0.7	21	0	296	0	2	2	71
-4	0	0.7	21	0	380	0	2	2	71
-4	0	0.7	21	1	296	0	2	2	59
-4	0	0.7	21	1	380	0	2	2	59
-4	0	0.7	30	0	296	0	1	1	75
-4	0	0.7	30	0	380	0	1	1	75
-4	0	0.7	30	1	296	0	1	1	57
-4	0	0.7	30	1	380	0	1	1	57
-4	0	0.7	41	0	296	0	3	4	71
-4	0	0.7	41	0	380	0	3	4	71
-4	0	0.7	41	1	296	0	1	1	59
-4	0	0.7	41	1	380	0	1	1	59
-4	0	0.8	0	0	296	0	0	0	72
-4	0	0.8	0	0	380	0	0	0	72
-4	0	0.8	0	1	296	0	2	2	57
-4	0	0.8	0	1	380	0	2	2	57
-4	0	0.8	10	0	296	0	5	5	69
-4	0	0.8	10	0	380	0	5	5	69
-4	0	0.8	10	1	296	0	1	1	57
-4	0	0.8	10	1	380	0	1	1	57
-4	0	0.8	21	0	296	0	1	3	75
-4	0	0.8	21	0	380	0	1	3	75
-4	0	0.8	21	1	296	0	2	2	58
-4	0	0.8	21	1	380	0	2	2	58
-4	0	0.8	30	0	296	0	3	4	72
-4	0	0.8	30	0	380	0	3	4	72
-4	0	0.8	30	1	296	0	0	0	58
-4	0	0.8	30	1	380	0	0	0	58
-4	0	0.8	41	0	296	0	1	1	73
-4	0	0.8	41	0	380	0	1	1	73
-4	0	0.8	41	1	296	0	1	1	57
-4	0	0.8	41	1	380	0	1	1	57
-4	0	0.9	0	0	296	0	1	1	72
-4	0	0.9	0	0	380	0	1	1	72
-4	0	0.9	0	1	296	0	0	0	58
-4	0	0.9	0	1	380	0	0	0	58
-4	0	0.9	10	0	296	0	3	6	68
-4	0	0.9	10	0	380	0	3	6	68
-4	0	0.9	10	1	296	0	0	0	58
-4	0	0.9	10	1	380	0	0	0	58
-4	0	0.9	21	0	296	0	3	4	71
-4	0	0.9	21	0	380	0	3	4	71
-4	0	0.9	21	1	296	0	2	2	59
-4	0	0.9	21	1	380	0	2	2	59
-4	0	0.9	30	0	296	0	2	4	73
-4	0	0.9	30	0	380	0	2	4	73
-4	0	0.9	30	1	296	0	0	0	58
-4	0	0.9	30	1	380	0	0	0	58
-4	0	0.9	41	0	296	0	2	7	71
-4	0	0.9	41	0	380	0	2	7	71
-4	0	0.9	41	1	296	0	2	2	57
-4	0	0.9	41	1	380	0	2	2	57
