decalage	unique	phase	marge	rx_avant	daram_len	vraies	mots_distincts	crc_ok	sb_tentees
-4	1	0.0	0	0	296	0	1	1	39
-4	1	0.0	0	0	380	0	1	1	39
-4	1	0.0	0	1	296	0	2	2	31
-4	1	0.0	0	1	380	0	2	2	31
-4	1	0.0	10	0	296	0	1	1	40
-4	1	0.0	10	0	380	0	1	1	40
-4	1	0.0	10	1	296	0	1	1	33
-4	1	0.0	10	1	380	0	1	1	33
-4	1	0.0	21	0	296	0	1	1	37
-4	1	0.0	21	0	380	0	1	1	37
-4	1	0.0	21	1	296	0	1	1	31
-4	1	0.0	21	1	380	0	1	1	31
-4	1	0.0	30	0	296	0	1	1	41
-4	1	0.0	30	0	380	0	1	1	41
-4	1	0.0	30	1	296	0	1	1	30
-4	1	0.0	30	1	380	0	1	1	30
-4	1	0.0	41	0	296	0	1	1	38
-4	1	0.0	41	0	380	0	1	1	38
-4	1	0.0	41	1	296	0	1	1	32
-4	1	0.0	41	1	380	0	1	1	32
-4	1	0.1	0	0	296	0	1	1	40
-4	1	0.1	0	0	380	0	1	1	40
-4	1	0.1	0	1	296	0	2	2	32
-4	1	0.1	0	1	380	0	2	2	32
-4	1	0.1	10	0	296	0	1	1	39
-4	1	0.1	10	0	380	0	1	1	39
-4	1	0.1	10	1	296	0	1	1	32
-4	1	0.1	10	1	380	0	1	1	32
-4	1	0.1	21	0	296	0	2	2	39
-4	1	0.1	21	0	380	0	2	2	39
-4	1	0.1	21	1	296	0	2	2	32
-4	1	0.1	21	1	380	0	2	2	32
-4	1	0.1	30	0	296	0	1	1	40
-4	1	0.1	30	0	380	0	1	1	40
-4	1	0.1	30	1	296	0	3	3	33
-4	1	0.1	30	1	380	0	3	3	33
-4	1	0.1	41	0	296	0	2	2	40
-4	1	0.1	41	0	380	0	2	2	40
-4	1	0.1	41	1	296	0	4	4	33
-4	1	0.1	41	1	380	0	4	4	33
-4	1	0.2	0	0	296	0	1	1	40
-4	1	0.2	0	0	380	0	1	1	40
-4	1	0.2	0	1	296	0	0	0	32
-4	1	0.2	0	1	380	0	0	0	32
-4	1	0.2	10	0	296	0	2	2	39
-4	1	0.2	10	0	380	0	2	2	39
-4	1	0.2	10	1	296	0	1	2	31
-4	1	0.2	10	1	380	0	1	2	31
-4	1	0.2	21	0	296	0	2	2	40
-4	1	0.2	21	0	380	0	2	2	40
-4	1	0.2	21	1	296	0	0	0	31
-4	1	0.2	21	1	380	0	0	0	31
-4	1	0.2	30	0	296	0	2	2	40
-4	1	0.2	30	0	380	0	2	2	40
-4	1	0.2	30	1	296	0	1	2	31
-4	1	0.2	30	1	380	0	1	2	31
-4	1	0.2	41	0	296	0	2	2	39
-4	1	0.2	41	0	380	0	2	2	39
-4	1	0.2	41	1	296	0	1	1	32
-4	1	0.2	41	1	380	0	1	1	32
-4	1	0.3	0	0	296	0	2	2	39
-4	1	0.3	0	0	380	0	2	2	39
-4	1	0.3	0	1	296	0	1	1	31
-4	1	0.3	0	1	380	0	1	1	31
-4	1	0.3	10	0	296	0	2	2	40
-4	1	0.3	10	0	380	0	2	2	40
-4	1	0.3	10	1	296	0	1	1	32
-4	1	0.3	10	1	380	0	1	1	32
-4	1	0.3	21	0	296	0	1	1	38
-4	1	0.3	21	0	380	0	1	1	38
-4	1	0.3	21	1	296	0	3	4	32
-4	1	0.3	21	1	380	0	3	4	32
-4	1	0.3	30	0	296	0	2	2	40
-4	1	0.3	30	0	380	0	2	2	40
-4	1	0.3	30	1	296	0	4	4	32
-4	1	0.3	30	1	380	0	4	4	32
-4	1	0.3	41	0	296	0	2	2	38
-4	1	0.3	41	0	380	0	2	2	38
-4	1	0.3	41	1	296	0	2	2	30
-4	1	0.3	41	1	380	0	2	2	30
-4	1	0.4	0	0	296	0	1	1	41
-4	1	0.4	0	0	380	0	1	1	41
-4	1	0.4	0	1	296	0	2	2	29
-4	1	0.4	0	1	380	0	2	2	29
-4	1	0.4	10	0	296	0	1	1	40
-4	1	0.4	10	0	380	0	1	1	40
-4	1	0.4	10	1	296	0	2	2	32
-4	1	0.4	10	1	380	0	2	2	32
-4	1	0.4	21	0	296	0	0	0	39
-4	1	0.4	21	0	380	0	0	0	39
-4	1	0.4	21	1	296	0	2	3	32
-4	1	0.4	21	1	380	0	2	3	32
-4	1	0.4	30	0	296	0	2	2	38
-4	1	0.4	30	0	380	0	2	2	38
-4	1	0.4	30	1	296	0	2	2	31
-4	1	0.4	30	1	380	0	2	2	31
-4	1	0.4	41	0	296	0	1	1	38
-4	1	0.4	41	0	380	0	1	1	38
-4	1	0.4	41	1	296	0	1	1	31
-4	1	0.4	41	1	380	0	1	1	31
-4	1	0.5	0	0	296	0	1	1	42
-4	1	0.5	0	0	380	0	1	1	42
-4	1	0.5	0	1	296	0	2	2	32
-4	1	0.5	0	1	380	0	2	2	32
-4	1	0.5	10	0	296	0	2	2	40
-4	1	0.5	10	0	380	0	2	2	40
-4	1	0.5	10	1	296	0	1	1	33
-4	1	0.5	10	1	380	0	1	1	33
-4	1	0.5	21	0	296	0	1	1	40
-4	1	0.5	21	0	380	0	1	1	40
-4	1	0.5	21	1	296	0	2	2	33
-4	1	0.5	21	1	380	0	2	2	33
-4	1	0.5	30	0	296	0	1	1	40
-4	1	0.5	30	0	380	0	1	1	40
-4	1	0.5	30	1	296	0	3	3	31
-4	1	0.5	30	1	380	0	3	3	31
-4	1	0.5	41	0	296	0	1	1	40
-4	1	0.5	41	0	380	0	1	1	40
-4	1	0.5	41	1	296	0	2	2	32
-4	1	0.5	41	1	380	0	2	2	32
-4	1	0.6	0	0	296	0	2	2	41
-4	1	0.6	0	0	380	0	2	2	41
-4	1	0.6	0	1	296	0	2	2	30
-4	1	0.6	0	1	380	0	2	2	30
-4	1	0.6	10	0	296	0	2	2	40
-4	1	0.6	10	0	380	0	2	2	40
-4	1	0.6	10	1	296	0	2	2	31
-4	1	0.6	10	1	380	0	2	2	31
-4	1	0.6	21	0	296	0	1	1	40
-4	1	0.6	21	0	380	0	1	1	40
-4	1	0.6	21	1	296	0	2	2	30
-4	1	0.6	21	1	380	0	2	2	30
-4	1	0.6	30	0	296	0	0	0	40
-4	1	0.6	30	0	380	0	0	0	40
-4	1	0.6	30	1	296	0	4	4	32
-4	1	0.6	30	1	380	0	4	4	32
-4	1	0.6	41	0	296	0	1	1	40
-4	1	0.6	41	0	380	0	1	1	40
-4	1	0.6	41	1	296	0	3	4	32
-4	1	0.6	41	1	380	0	3	4	32
-4	1	0.7	0	0	296	0	3	3	41
-4	1	0.7	0	0	380	0	3	3	41
-4	1	0.7	0	1	296	0	0	0	33
-4	1	0.7	0	1	380	0	0	0	33
-4	1	0.7	10	0	296	0	1	1	40
-4	1	0.7	10	0	380	0	1	1	40
-4	1	0.7	10	1	296	0	1	1	33
-4	1	0.7	10	1	380	0	1	1	33
-4	1	0.7	21	0	296	0	1	1	42
-4	1	0.7	21	0	380	0	1	1	42
-4	1	0.7	21	1	296	0	2	3	32
-4	1	0.7	21	1	380	0	2	3	32
-4	1	0.7	30	0	296	0	1	1	41
-4	1	0.7	30	0	380	0	1	1	41
-4	1	0.7	30	1	296	0	0	0	34
-4	1	0.7	30	1	380	0	0	0	34
-4	1	0.7	41	0	296	0	1	1	43
-4	1	0.7	41	0	380	0	1	1	43
-4	1	0.7	41	1	296	0	1	3	34
-4	1	0.7	41	1	380	0	1	3	34
-4	1	0.8	0	0	296	0	2	2	39
-4	1	0.8	0	0	380	0	2	2	39
-4	1	0.8	0	1	296	0	1	1	35
-4	1	0.8	0	1	380	0	1	1	35
-4	1	0.8	10	0	296	0	1	1	40
-4	1	0.8	10	0	380	0	1	1	40
-4	1	0.8	10	1	296	0	5	6	32
-4	1	0.8	10	1	380	0	5	6	32
-4	1	0.8	21	0	296	0	0	0	41
-4	1	0.8	21	0	380	0	0	0	41
-4	1	0.8	21	1	296	0	2	5	35
-4	1	0.8	21	1	380	0	2	5	35
-4	1	0.8	30	0	296	0	1	1	39
-4	1	0.8	30	0	380	0	1	1	39
-4	1	0.8	30	1	296	0	2	3	35
-4	1	0.8	30	1	380	0	2	3	35
-4	1	0.8	41	0	296	0	1	1	40
-4	1	0.8	41	0	380	0	1	1	40
-4	1	0.8	41	1	296	0	1	1	35
-4	1	0.8	41	1	380	0	1	1	35
-4	1	0.9	0	0	296	0	1	1	41
-4	1	0.9	0	0	380	0	1	1	41
-4	1	0.9	0	1	296	0	2	3	31
-4	1	0.9	0	1	380	0	2	3	31
-4	1	0.9	10	0	296	0	2	2	41
-4	1	0.9	10	0	380	0	2	2	41
-4	1	0.9	10	1	296	0	1	1	32
-4	1	0.9	10	1	380	0	1	1	32
-4	1	0.9	21	0	296	0	1	1	41
-4	1	0.9	21	0	380	0	1	1	41
-4	1	0.9	21	1	296	0	1	1	33
-4	1	0.9	21	1	380	0	1	1	33
-4	1	0.9	30	0	296	0	0	0	40
-4	1	0.9	30	0	380	0	0	0	40
-4	1	0.9	30	1	296	0	1	1	33
-4	1	0.9	30	1	380	0	1	1	33
-4	1	0.9	41	0	296	0	0	0	40
-4	1	0.9	41	0	380	0	0	0	40
-4	1	0.9	41	1	296	0	1	1	32
-4	1	0.9	41	1	380	0	1	1	32
-3	0	0.0	0	0	296	0	0	0	64
-3	0	0.0	0	0	380	0	0	0	64
-3	0	0.0	0	1	296	0	0	0	58
-3	0	0.0	0	1	380	0	0	0	58
-3	0	0.0	10	0	296	0	1	2	62
-3	0	0.0	10	0	380	0	1	2	62
-3	0	0.0	10	1	296	0	2	2	55
-3	0	0.0	10	1	380	0	2	2	55
-3	0	0.0	21	0	296	0	1	1	64
-3	0	0.0	21	0	380	0	1	1	64
-3	0	0.0	21	1	296	0	0	0	58
-3	0	0.0	21	1	380	0	0	0	58
-3	0	0.0	30	0	296	0	0	0	64
-3	0	0.0	30	0	380	0	0	0	64
-3	0	0.0	30	1	296	0	0	0	58
-3	0	0.0	30	1	380	0	0	0	58
-3	0	0.0	41	0	296	0	1	1	67
-3	0	0.0	41	0	380	0	1	1	67
-3	0	0.0	41	1	296	0	3	3	57
-3	0	0.0	41	1	380	0	3	3	57
-3	0	0.1	0	0	296	0	2	2	67
-3	0	0.1	0	0	380	0	2	2	67
-3	0	0.1	0	1	296	0	3	3	57
-3	0	0.1	0	1	380	0	3	3	57
-3	0	0.1	10	0	296	0	1	2	61
-3	0	0.1	10	0	380	0	1	2	61
-3	0	0.1	10	1	296	0	0	0	58
-3	0	0.1	10	1	380	0	0	0	58
-3	0	0.1	21	0	296	0	0	0	64
-3	0	0.1	21	0	380	0	0	0	64
-3	0	0.1	21	1	296	0	2	2	57
-3	0	0.1	21	1	380	0	2	2	57
-3	0	0.1	30	0	296	0	2	4	65
-3	0	0.1	30	0	380	0	2	4	65
-3	0	0.1	30	1	296	0	1	1	57
-3	0	0.1	30	1	380	0	1	1	57
-3	0	0.1	41	0	296	0	1	1	65
-3	0	0.1	41	0	380	0	1	1	65
-3	0	0.1	41	1	296	0	4	4	57
-3	0	0.1	41	1	380	0	4	4	57
-3	0	0.2	0	0	296	0	1	2	62
-3	0	0.2	0	0	380	0	1	2	62
-3	0	0.2	0	1	296	0	0	0	58
-3	0	0.2	0	1	380	0	0	0	58
-3	0	0.2	10	0	296	0	1	2	62
-3	0	0.2	10	0	380	0	1	2	62
-3	0	0.2	10	1	296	0	2	2	56
-3	0	0.2	10	1	380	0	2	2	56
-3	0	0.2	21	0	296	0	0	0	64
-3	0	0.2	21	0	380	0	0	0	64
-3	0	0.2	21	1	296	0	3	5	57
-3	0	0.2	21	1	380	0	3	5	57
-3	0	0.2	30	0	296	0	3	4	59
-3	0	0.2	30	0	380	0	3	4	59
-3	0	0.2	30	1	296	0	3	3	56
-3	0	0.2	30	1	380	0	3	3	56
-3	0	0.2	41	0	296	0	4	8	62
-3	0	0.2	41	0	380	0	4	8	62
-3	0	0.2	41	1	296	0	0	0	58
-3	0	0.2	41	1	380	0	0	0	58
-3	0	0.3	0	0	296	0	1	1	62
-3	0	0.3	0	0	380	0	1	1	62
-3	0	0.3	0	1	296	0	2	2	55
-3	0	0.3	0	1	380	0	2	2	55
-3	0	0.3	10	0	296	0	1	1	67
-3	0	0.3	10	0	380	0	1	1	67
-3	0	0.3	10	1	296	0	2	2	57
-3	0	0.3	10	1	380	0	2	2	57
-3	0	0.3	21	0	296	0	1	1	61
-3	0	0.3	21	0	380	0	1	1	61
-3	0	0.3	21	1	296	0	2	2	54
-3	0	0.3	21	1	380	0	2	2	54
-3	0	0.3	30	0	296	0	2	2	65
-3	0	0.3	30	0	380	0	2	2	65
-3	0	0.3	30	1	296	0	0	0	58
-3	0	0.3	30	1	380	0	0	0	58
-3	0	0.3	41	0	296	0	4	4	63
-3	0	0.3	41	0	380	0	4	4	63
-3	0	0.3	41	1	296	0	3	3	56
-3	0	0.3	41	1	380	0	3	3	56
-3	0	0.4	0	0	296	0	3	3	66
-3	0	0.4	0	0	380	0	3	3	66
-3	0	0.4	0	1	296	0	1	2	58
-3	0	0.4	0	1	380	0	1	2	58
-3	0	0.4	10	0	296	0	0	0	66
-3	0	0.4	10	0	380	0	0	0	66
-3	0	0.4	10	1	296	0	2	2	57
-3	0	0.4	10	1	380	0	2	2	57
-3	0	0.4	21	0	296	0	3	3	65
-3	0	0.4	21	0	380	0	3	3	65
-3	0	0.4	21	1	296	0	1	1	57
-3	0	0.4	21	1	380	0	1	1	57
-3	0	0.4	30	0	296	0	3	3	62
-3	0	0.4	30	0	380	0	3	3	62
-3	0	0.4	30	1	296	0	2	6	54
-3	0	0.4	30	1	380	0	2	6	54
-3	0	0.4	41	0	296	0	3	4	61
-3	0	0.4	41	0	380	0	3	4	61
-3	0	0.4	41	1	296	0	1	1	57
-3	0	0.4	41	1	380	0	1	1	57
-3	0	0.5	0	0	296	0	4	4	64
-3	0	0.5	0	0	380	0	4	4	64
-3	0	0.5	0	1	296	0	1	1	58
-3	0	0.5	0	1	380	0	1	1	58
-3	0	0.5	10	0	296	0	2	2	64
-3	0	0.5	10	0	380	0	2	2	64
-3	0	0.5	10	1	296	0	3	3	56
-3	0	0.5	10	1	380	0	3	3	56
-3	0	0.5	21	0	296	0	1	1	66
-3	0	0.5	21	0	380	0	1	1	66
-3	0	0.5	21	1	296	0	1	1	58
-3	0	0.5	21	1	380	0	1	1	58
-3	0	0.5	30	0	296	0	0	0	64
-3	0	0.5	30	0	380	0	0	0	64
-3	0	0.5	30	1	296	0	1	1	56
-3	0	0.5	30	1	380	0	1	1	56
-3	0	0.5	41	0	296	0	4	5	61
-3	0	0.5	41	0	380	0	4	5	61
-3	0	0.5	41	1	296	0	0	0	58
-3	0	0.5	41	1	380	0	0	0	58
-3	0	0.6	0	0	296	0	3	3	65
-3	0	0.6	0	0	380	0	3	3	65
-3	0	0.6	0	1	296	0	0	0	58
-3	0	0.6	0	1	380	0	0	0	58
-3	0	0.6	10	0	296	0	3	4	63
-3	0	0.6	10	0	380	0	3	4	63
-3	0	0.6	10	1	296	0	3	3	56
-3	0	0.6	10	1	380	0	3	3	56
-3	0	0.6	21	0	296	0	1	1	64
-3	0	0.6	21	0	380	0	1	1	64
-3	0	0.6	21	1	296	0	1	1	57
-3	0	0.6	21	1	380	0	1	1	57
-3	0	0.6	30	0	296	0	4	4	65
-3	0	0.6	30	0	380	0	4	4	65
-3	0	0.6	30	1	296	0	0	0	58
-3	0	0.6	30	1	380	0	0	0	58
-3	0	0.6	41	0	296	0	2	2	63
-3	0	0.6	41	0	380	0	2	2	63
-3	0	0.6	41	1	296	0	1	1	57
-3	0	0.6	41	1	380	0	1	1	57
-3	0	0.7	0	0	296	0	3	3	66
-3	0	0.7	0	0	380	0	3	3	66
-3	0	0.7	0	1	296	0	1	1	58
-3	0	0.7	0	1	380	0	1	1	58
-3	0	0.7	10	0	296	0	6	6	63
-3	0	0.7	10	0	380	0	6	6	63
-3	0	0.7	10	1	296	0	1	1	57
-3	0	0.7	10	1	380	0	1	1	57
-3	0	0.7	21	0	296	0	2	2	68
-3	0	0.7	21	0	380	0	2	2	68
-3	0	0.7	21	1	296	0	1	1	57
-3	0	0.7	21	1	380	0	1	1	57
-3	0	0.7	30	0	296	0	0	0	66
-3	0	0.7	30	0	380	0	0	0	66
-3	0	0.7	30	1	296	0	0	0	58
-3	0	0.7	30	1	380	0	0	0	58
-3	0	0.7	41	0	296	0	1	3	67
-3	0	0.7	41	0	380	0	1	3	67
-3	0	0.7	41	1	296	0	1	1	57
-3	0	0.7	41	1	380	0	1	1	57
-3	0	0.8	0	0	296	0	4	6	65
-3	0	0.8	0	0	380	0	4	6	65
-3	0	0.8	0	1	296	0	1	1	58
-3	0	0.8	0	1	380	0	1	1	58
-3	0	0.8	10	0	296	0	1	1	60
-3	0	0.8	10	0	380	0	1	1	60
-3	0	0.8	10	1	296	0	2	2	56
-3	0	0.8	10	1	380	0	2	2	56
-3	0	0.8	21	0	296	0	1	3	62
-3	0	0.8	21	0	380	0	1	3	62
-3	0	0.8	21	1	296	0	2	2	58
-3	0	0.8	21	1	380	0	2	2	58
-3	0	0.8	30	0	296	0	2	2	61
-3	0	0.8	30	0	380	0	2	2	61
-3	0	0.8	30	1	296	0	1	1	58
-3	0	0.8	30	1	380	0	1	1	58
-3	0	0.8	41	0	296	0	2	2	61
-3	0	0.8	41	0	380	0	2	2	61
-3	0	0.8	41	1	296	0	2	2	57
-3	0	0.8	41	1	380	0	2	2	57
-3	0	0.9	0	0	296	0	1	1	62
-3	0	0.9	0	0	380	0	1	1	62
-3	0	0.9	0	1	296	0	2	2	58
-3	0	0.9	0	1	380	0	2	2	58
-3	0	0.9	10	0	296	0	1	1	63
-3	0	0.9	10	0	380	0	1	1	63
-3	0	0.9	10	1	296	0	1	1	57
-3	0	0.9	10	1	380	0	1	1	57
-3	0	0.9	21	0	296	0	4	6	60
-3	0	0.9	21	0	380	0	4	6	60
-3	0	0.9	21	1	296	0	1	2	58
-3	0	0.9	21	1	380	0	1	2	58
-3	0	0.9	30	0	296	0	1	3	60
-3	0	0.9	30	0	380	0	1	3	60
-3	0	0.9	30	1	296	0	0	0	58
-3	0	0.9	30	1	380	0	0	0	58
-3	0	0.9	41	0	296	0	1	4	64
-3	0	0.9	41	0	380	0	1	4	64
-3	0	0.9	41	1	296	0	1	1	57
-3	0	0.9	41	1	380	0	1	1	57
-3	1	0.0	0	0	296	0	1	1	37
-3	1	0.0	0	0	380	0	1	1	37
-3	1	0.0	0	1	296	0	1	1	29
-3	1	0.0	0	1	380	0	1	1	29
-3	1	0.0	10	0	296	0	2	2	37
-3	1	0.0	10	0	380	0	2	2	37
-3	1	0.0	10	1	296	0	1	1	29
-3	1	0.0	10	1	380	0	1	1	29
-3	1	0.0	21	0	296	0	2	2	37
-3	1	0.0	21	0	380	0	2	2	37
-3	1	0.0	21	1	296	0	1	1	29
-3	1	0.0	21	1	380	0	1	1	29
-3	1	0.0	30	0	296	0	1	1	36
-3	1	0.0	30	0	380	0	1	1	36
-3	1	0.0	30	1	296	0	1	1	29
-3	1	0.0	30	1	380	0	1	1	29
-3	1	0.0	41	0	296	0	2	2	36
-3	1	0.0	41	0	380	0	2	2	36
-3	1	0.0	41	1	296	0	1	1	29
-3	1	0.0	41	1	380	0	1	1	29
-3	1	0.1	0	0	296	0	1	1	36
-3	1	0.1	0	0	380	0	1	1	36
-3	1	0.1	0	1	296	0	1	1	29
-3	1	0.1	0	1	380	0	1	1	29
-3	1	0.1	10	0	296	0	1	1	37
-3	1	0.1	10	0	380	0	1	1	37
-3	1	0.1	10	1	296	0	2	2	29
-3	1	0.1	10	1	380	0	2	2	29
-3	1	0.1	21	0	296	0	3	4	37
-3	1	0.1	21	0	380	0	3	4	37
-3	1	0.1	21	1	296	0	1	1	29
-3	1	0.1	21	1	380	0	1	1	29
-3	1	0.1	30	0	296	0	1	1	38
-3	1	0.1	30	0	380	0	1	1	38
-3	1	0.1	30	1	296	0	1	1	29
-3	1	0.1	30	1	380	0	1	1	29
-3	1	0.1	41	0	296	0	3	3	37
-3	1	0.1	41	0	380	0	3	3	37
-3	1	0.1	41	1	296	0	1	1	29
-3	1	0.1	41	1	380	0	1	1	29
-3	1	0.2	0	0	296	0	1	1	37
-3	1	0.2	0	0	380	0	1	1	37
-3	1	0.2	0	1	296	0	1	1	30
-3	1	0.2	0	1	380	0	1	1	30
-3	1	0.2	10	0	296	0	1	1	36
-3	1	0.2	10	0	380	0	1	1	36
-3	1	0.2	10	1	296	0	2	2	30
-3	1	0.2	10	1	380	0	2	2	30
-3	1	0.2	21	0	296	0	2	2	36
-3	1	0.2	21	0	380	0	2	2	36
-3	1	0.2	21	1	296	0	1	1	29
-3	1	0.2	21	1	380	0	1	1	29
-3	1	0.2	30	0	296	0	2	3	36
-3	1	0.2	30	0	380	0	2	3	36
-3	1	0.2	30	1	296	0	2	2	30
-3	1	0.2	30	1	380	0	2	2	30
-3	1	0.2	41	0	296	0	1	1	36
-3	1	0.2	41	0	380	0	1	1	36
-3	1	0.2	41	1	296	0	1	1	29
-3	1	0.2	41	1	380	0	1	1	29
-3	1	0.3	0	0	296	0	1	1	37
-3	1	0.3	0	0	380	0	1	1	37
-3	1	0.3	0	1	296	0	2	2	29
-3	1	0.3	0	1	380	0	2	2	29
-3	1	0.3	10	0	296	0	2	2	36
-3	1	0.3	10	0	380	0	2	2	36
-3	1	0.3	10	1	296	0	1	1	29
-3	1	0.3	10	1	380	0	1	1	29
-3	1	0.3	21	0	296	0	1	1	37
-3	1	0.3	21	0	380	0	1	1	37
-3	1	0.3	21	1	296	0	3	3	29
-3	1	0.3	21	1	380	0	3	3	29
-3	1	0.3	30	0	296	0	2	2	38
-3	1	0.3	30	0	380	0	2	2	38
-3	1	0.3	30	1	296	0	2	2	29
-3	1	0.3	30	1	380	0	2	2	29
-3	1	0.3	41	0	296	0	2	2	38
-3	1	0.3	41	0	380	0	2	2	38
-3	1	0.3	41	1	296	0	2	2	29
-3	1	0.3	41	1	380	0	2	2	29
-3	1	0.4	0	0	296	0	1	1	37
-3	1	0.4	0	0	380	0	1	1	37
-3	1	0.4	0	1	296	0	1	1	29
-3	1	0.4	0	1	380	0	1	1	29
-3	1	0.4	10	0	296	0	2	2	35
-3	1	0.4	10	0	380	0	2	2	35
-3	1	0.4	10	1	296	0	1	1	29
-3	1	0.4	10	1	380	0	1	1	29
-3	1	0.4	21	0	296	0	2	2	37
-3	1	0.4	21	0	380	0	2	2	37
-3	1	0.4	21	1	296	0	2	3	30
-3	1	0.4	21	1	380	0	2	3	30
-3	1	0.4	30	0	296	0	1	1	37
-3	1	0.4	30	0	380	0	1	1	37
-3	1	0.4	30	1	296	0	1	1	29
-3	1	0.4	30	1	380	0	1	1	29
-3	1	0.4	41	0	296	0	2	2	37
-3	1	0.4	41	0	380	0	2	2	37
-3	1	0.4	41	1	296	0	2	2	29
-3	1	0.4	41	1	380	0	2	2	29
-3	1	0.5	0	0	296	0	3	3	37
-3	1	0.5	0	0	380	0	3	3	37
-3	1	0.5	0	1	296	0	2	2	29
-3	1	0.5	0	1	380	0	2	2	29
-3	1	0.5	10	0	296	0	2	2	36
-3	1	0.5	10	0	380	0	2	2	36
-3	1	0.5	10	1	296	0	1	1	28
-3	1	0.5	10	1	380	0	1	1	28
-3	1	0.5	21	0	296	0	3	3	38
-3	1	0.5	21	0	380	0	3	3	38
-3	1	0.5	21	1	296	0	1	1	29
-3	1	0.5	21	1	380	0	1	1	29
-3	1	0.5	30	0	296	0	1	1	37
-3	1	0.5	30	0	380	0	1	1	37
-3	1	0.5	30	1	296	0	1	1	29
-3	1	0.5	30	1	380	0	1	1	29
-3	1	0.5	41	0	296	0	1	1	38
-3	1	0.5	41	0	380	0	1	1	38
-3	1	0.5	41	1	296	0	1	1	29
-3	1	0.5	41	1	380	0	1	1	29
-3	1	0.6	0	0	296	0	1	1	38
-3	1	0.6	0	0	380	0	1	1	38
-3	1	0.6	0	1	296	0	1	1	29
-3	1	0.6	0	1	380	0	1	1	29
-3	1	0.6	10	0	296	0	2	2	35
-3	1	0.6	10	0	380	0	2	2	35
-3	1	0.6	10	1	296	0	1	1	29
-3	1	0.6	10	1	380	0	1	1	29
-3	1	0.6	21	0	296	0	1	1	37
-3	1	0.6	21	0	380	0	1	1	37
-3	1	0.6	21	1	296	0	1	1	28
-3	1	0.6	21	1	380	0	1	1	28
-3	1	0.6	30	0	296	0	1	1	37
-3	1	0.6	30	0	380	0	1	1	37
-3	1	0.6	30	1	296	0	1	1	29
-3	1	0.6	30	1	380	0	1	1	29
-3	1	0.6	41	0	296	0	1	1	36
-3	1	0.6	41	0	380	0	1	1	36
-3	1	0.6	41	1	296	0	1	1	29
-3	1	0.6	41	1	380	0	1	1	29
-3	1	0.7	0	0	296	0	1	1	37
-3	1	0.7	0	0	380	0	1	1	37
-3	1	0.7	0	1	296	0	2	2	30
-3	1	0.7	0	1	380	0	2	2	30
-3	1	0.7	10	0	296	0	1	1	38
-3	1	0.7	10	0	380	0	1	1	38
-3	1	0.7	10	1	296	0	2	2	30
-3	1	0.7	10	1	380	0	2	2	30
-3	1	0.7	21	0	296	0	1	1	38
-3	1	0.7	21	0	380	0	1	1	38
-3	1	0.7	21	1	296	0	2	2	29
-3	1	0.7	21	1	380	0	2	2	29
-3	1	0.7	30	0	296	0	1	1	41
-3	1	0.7	30	0	380	0	1	1	41
-3	1	0.7	30	1	296	0	1	1	30
-3	1	0.7	30	1	380	0	1	1	30
-3	1	0.7	41	0	296	0	1	1	41
-3	1	0.7	41	0	380	0	1	1	41
-3	1	0.7	41	1	296	0	2	2	30
-3	1	0.7	41	1	380	0	2	2	30
-3	1	0.8	0	0	296	0	2	2	37
-3	1	0.8	0	0	380	0	2	2	37
-3	1	0.8	0	1	296	0	1	1	29
-3	1	0.8	0	1	380	0	1	1	29
-3	1	0.8	10	0	296	0	1	1	37
-3	1	0.8	10	0	380	0	1	1	37
-3	1	0.8	10	1	296	0	2	2	29
-3	1	0.8	10	1	380	0	2	2	29
-3	1	0.8	21	0	296	0	1	1	38
-3	1	0.8	21	0	380	0	1	1	38
-3	1	0.8	21	1	296	0	2	2	29
-3	1	0.8	21	1	380	0	2	2	29
-3	1	0.8	30	0	296	0	2	2	38
-3	1	0.8	30	0	380	0	2	2	38
-3	1	0.8	30	1	296	0	1	1	29
-3	1	0.8	30	1	380	0	1	1	29
-3	1	0.8	41	0	296	0	5	5	37
-3	1	0.8	41	0	380	0	5	5	37
-3	1	0.8	41	1	296	0	3	3	29
-3	1	0.8	41	1	380	0	3	3	29
-3	1	0.9	0	0	296	0	2	2	35
-3	1	0.9	0	0	380	0	2	2	35
-3	1	0.9	0	1	296	0	1	1	29
-3	1	0.9	0	1	380	0	1	1	29
-3	1	0.9	10	0	296	0	2	2	37
-3	1	0.9	10	0	380	0	2	2	37
-3	1	0.9	10	1	296	0	1	1	29
-3	1	0.9	10	1	380	0	1	1	29
-3	1	0.9	21	0	296	0	2	2	36
-3	1	0.9	21	0	380	0	2	2	36
-3	1	0.9	21	1	296	0	1	1	30
-3	1	0.9	21	1	380	0	1	1	30
-3	1	0.9	30	0	296	0	1	1	37
-3	1	0.9	30	0	380	0	1	1	37
-3	1	0.9	30	1	296	0	1	1	29
-3	1	0.9	30	1	380	0	1	1	29
-3	1	0.9	41	0	296	0	2	2	37
-3	1	0.9	41	0	380	0	2	2	37
-3	1	0.9	41	1	296	0	3	3	29
-3	1	0.9	41	1	380	0	3	3	29
-2	0	0.0	0	0	296	0	1	1	58
-2	0	0.0	0	0	380	0	1	1	58
-2	0	0.0	0	1	296	0	2	2	58
-2	0	0.0	0	1	380	0	2	2	58
-2	0	0.0	10	0	296	0	4	4	58
-2	0	0.0	10	0	380	0	4	4	58
