decalage	unique	phase	marge	rx_avant	daram_len	vraies	crc_ok	sb_tentees	fb_acceptees
-2	0	0.9	30	1	380	0	3	57	59
-2	0	0.9	41	0	296	0	3	56	61
-2	0	0.9	41	0	380	0	3	56	61
-2	0	0.9	41	1	296	0	10	50	61
-2	0	0.9	41	1	380	0	10	50	61
-2	1	0.0	0	0	296	0	2	33	68
-2	1	0.0	0	0	380	0	2	33	68
-2	1	0.0	0	1	296	0	1	29	60
-2	1	0.0	0	1	380	0	1	29	60
-2	1	0.0	10	0	296	0	1	31	63
-2	1	0.0	10	0	380	0	1	31	63
-2	1	0.0	10	1	296	0	2	28	60
-2	1	0.0	10	1	380	0	2	28	60
-2	1	0.0	21	0	296	0	1	32	67
-2	1	0.0	21	0	380	0	1	32	67
-2	1	0.0	21	1	296	0	1	29	60
-2	1	0.0	21	1	380	0	1	29	60
-2	1	0.0	30	0	296	0	1	31	64
-2	1	0.0	30	0	380	0	1	31	64
-2	1	0.0	30	1	296	0	1	29	59
-2	1	0.0	30	1	380	0	1	29	59
-2	1	0.0	41	0	296	0	2	31	65
-2	1	0.0	41	0	380	0	2	31	65
-2	1	0.0	41	1	296	0	2	29	59
-2	1	0.0	41	1	380	0	2	29	59
-2	1	0.1	0	0	296	0	0	31	64
-2	1	0.1	0	0	380	0	0	31	64
-2	1	0.1	0	1	296	0	3	29	60
-2	1	0.1	0	1	380	0	3	29	60
-2	1	0.1	10	0	296	0	0	32	67
-2	1	0.1	10	0	380	0	0	32	67
-2	1	0.1	10	1	296	0	1	29	61
-2	1	0.1	10	1	380	0	1	29	61
-2	1	0.1	21	0	296	0	1	31	66
-2	1	0.1	21	0	380	0	1	31	66
-2	1	0.1	21	1	296	0	2	29	60
-2	1	0.1	21	1	380	0	2	29	60
-2	1	0.1	30	0	296	0	2	30	66
-2	1	0.1	30	0	380	0	2	30	66
-2	1	0.1	30	1	296	0	1	29	61
-2	1	0.1	30	1	380	0	1	29	61
-2	1	0.1	41	0	296	0	1	33	68
-2	1	0.1	41	0	380	0	1	33	68
-2	1	0.1	41	1	296	0	1	29	60
-2	1	0.1	41	1	380	0	1	29	60
-2	1	0.2	0	0	296	0	1	33	68
-2	1	0.2	0	0	380	0	1	33	68
-2	1	0.2	0	1	296	0	2	29	62
-2	1	0.2	0	1	380	0	2	29	62
-2	1	0.2	10	0	296	0	1	32	66
-2	1	0.2	10	0	380	0	1	32	66
-2	1	0.2	10	1	296	0	2	29	63
-2	1	0.2	10	1	380	0	2	29	63
-2	1	0.2	21	0	296	0	1	33	71
-2	1	0.2	21	0	380	0	1	33	71
-2	1	0.2	21	1	296	0	0	29	61
-2	1	0.2	21	1	380	0	0	29	61
-2	1	0.2	30	0	296	0	1	33	68
-2	1	0.2	30	0	380	0	1	33	68
-2	1	0.2	30	1	296	0	1	29	62
-2	1	0.2	30	1	380	0	1	29	62
-2	1	0.2	41	0	296	0	2	31	66
-2	1	0.2	41	0	380	0	2	31	66
-2	1	0.2	41	1	296	0	1	29	60
-2	1	0.2	41	1	380	0	1	29	60
-2	1	0.3	0	0	296	0	2	33	68
-2	1	0.3	0	0	380	0	2	33	68
-2	1	0.3	0	1	296	0	3	28	59
-2	1	0.3	0	1	380	0	3	28	59
-2	1	0.3	10	0	296	0	1	30	63
-2	1	0.3	10	0	380	0	1	30	63
-2	1	0.3	10	1	296	0	2	29	59
-2	1	0.3	10	1	380	0	2	29	59
-2	1	0.3	21	0	296	0	1	32	68
-2	1	0.3	21	0	380	0	1	32	68
-2	1	0.3	21	1	296	0	1	29	59
-2	1	0.3	21	1	380	0	1	29	59
-2	1	0.3	30	0	296	0	1	32	68
-2	1	0.3	30	0	380	0	1	32	68
-2	1	0.3	30	1	296	0	2	29	61
-2	1	0.3	30	1	380	0	2	29	61
-2	1	0.3	41	0	296	0	1	31	65
-2	1	0.3	41	0	380	0	1	31	65
-2	1	0.3	41	1	296	0	2	29	59
-2	1	0.3	41	1	380	0	2	29	59
-2	1	0.4	0	0	296	0	2	34	71
-2	1	0.4	0	0	380	0	2	34	71
-2	1	0.4	0	1	296	0	2	29	59
-2	1	0.4	0	1	380	0	2	29	59
-2	1	0.4	10	0	296	0	2	31	64
-2	1	0.4	10	0	380	0	2	31	64
-2	1	0.4	10	1	296	0	2	29	60
-2	1	0.4	10	1	380	0	2	29	60
-2	1	0.4	21	0	296	0	1	31	64
-2	1	0.4	21	0	380	0	1	31	64
-2	1	0.4	21	1	296	0	1	29	59
-2	1	0.4	21	1	380	0	1	29	59
-2	1	0.4	30	0	296	0	3	32	66
-2	1	0.4	30	0	380	0	3	32	66
-2	1	0.4	30	1	296	0	2	28	61
-2	1	0.4	30	1	380	0	2	28	61
-2	1	0.4	41	0	296	0	0	33	69
-2	1	0.4	41	0	380	0	0	33	69
-2	1	0.4	41	1	296	0	3	29	60
-2	1	0.4	41	1	380	0	3	29	60
-2	1	0.5	0	0	296	0	1	32	66
-2	1	0.5	0	0	380	0	1	32	66
-2	1	0.5	0	1	296	0	1	29	61
-2	1	0.5	0	1	380	0	1	29	61
-2	1	0.5	10	0	296	0	1	31	63
-2	1	0.5	10	0	380	0	1	31	63
-2	1	0.5	10	1	296	0	2	29	60
-2	1	0.5	10	1	380	0	2	29	60
-2	1	0.5	21	0	296	0	1	31	64
-2	1	0.5	21	0	380	0	1	31	64
-2	1	0.5	21	1	296	0	2	29	59
-2	1	0.5	21	1	380	0	2	29	59
-2	1	0.5	30	0	296	0	1	31	65
-2	1	0.5	30	0	380	0	1	31	65
-2	1	0.5	30	1	296	0	2	28	60
-2	1	0.5	30	1	380	0	2	28	60
-2	1	0.5	41	0	296	0	1	31	65
-2	1	0.5	41	0	380	0	1	31	65
-2	1	0.5	41	1	296	0	1	29	58
-2	1	0.5	41	1	380	0	1	29	58
-2	1	0.6	0	0	296	0	1	32	68
-2	1	0.6	0	0	380	0	1	32	68
-2	1	0.6	0	1	296	0	1	29	59
-2	1	0.6	0	1	380	0	1	29	59
-2	1	0.6	10	0	296	0	3	32	67
-2	1	0.6	10	0	380	0	3	32	67
-2	1	0.6	10	1	296	0	2	29	60
-2	1	0.6	10	1	380	0	2	29	60
-2	1	0.6	21	0	296	0	2	33	68
-2	1	0.6	21	0	380	0	2	33	68
-2	1	0.6	21	1	296	0	1	29	59
-2	1	0.6	21	1	380	0	1	29	59
-2	1	0.6	30	0	296	0	2	32	65
-2	1	0.6	30	0	380	0	2	32	65
-2	1	0.6	30	1	296	0	1	29	59
-2	1	0.6	30	1	380	0	1	29	59
-2	1	0.6	41	0	296	0	5	32	65
-2	1	0.6	41	0	380	0	5	32	65
-2	1	0.6	41	1	296	0	1	29	60
-2	1	0.6	41	1	380	0	1	29	60
-2	1	0.7	0	0	296	0	3	33	69
-2	1	0.7	0	0	380	0	3	33	69
-2	1	0.7	0	1	296	0	0	29	61
-2	1	0.7	0	1	380	0	0	29	61
-2	1	0.7	10	0	296	0	3	33	67
-2	1	0.7	10	0	380	0	3	33	67
-2	1	0.7	10	1	296	0	0	29	60
-2	1	0.7	10	1	380	0	0	29	60
-2	1	0.7	21	0	296	0	3	33	68
-2	1	0.7	21	0	380	0	3	33	68
-2	1	0.7	21	1	296	0	2	29	61
-2	1	0.7	21	1	380	0	2	29	61
-2	1	0.7	30	0	296	0	1	34	70
-2	1	0.7	30	0	380	0	1	34	70
-2	1	0.7	30	1	296	0	0	29	60
-2	1	0.7	30	1	380	0	0	29	60
-2	1	0.7	41	0	296	0	1	34	70
-2	1	0.7	41	0	380	0	1	34	70
-2	1	0.7	41	1	296	0	1	29	60
-2	1	0.7	41	1	380	0	1	29	60
-2	1	0.8	0	0	296	0	2	32	68
-2	1	0.8	0	0	380	0	2	32	68
-2	1	0.8	0	1	296	0	2	29	58
-2	1	0.8	0	1	380	0	2	29	58
-2	1	0.8	10	0	296	0	1	31	64
-2	1	0.8	10	0	380	0	1	31	64
-2	1	0.8	10	1	296	0	1	29	60
-2	1	0.8	10	1	380	0	1	29	60
-2	1	0.8	21	0	296	0	0	31	65
-2	1	0.8	21	0	380	0	0	31	65
-2	1	0.8	21	1	296	0	2	29	59
-2	1	0.8	21	1	380	0	2	29	59
-2	1	0.8	30	0	296	0	3	33	68
-2	1	0.8	30	0	380	0	3	33	68
-2	1	0.8	30	1	296	0	1	29	59
-2	1	0.8	30	1	380	0	1	29	59
-2	1	0.8	41	0	296	0	2	31	65
-2	1	0.8	41	0	380	0	2	31	65
-2	1	0.8	41	1	296	0	1	29	59
-2	1	0.8	41	1	380	0	1	29	59
-2	1	0.9	0	0	296	0	3	32	67
-2	1	0.9	0	0	380	0	3	32	67
-2	1	0.9	0	1	296	0	2	29	59
-2	1	0.9	0	1	380	0	2	29	59
-2	1	0.9	10	0	296	0	1	32	67
-2	1	0.9	10	0	380	0	1	32	67
-2	1	0.9	10	1	296	0	1	29	61
-2	1	0.9	10	1	380	0	1	29	61
-2	1	0.9	21	0	296	0	1	31	66
-2	1	0.9	21	0	380	0	1	31	66
-2	1	0.9	21	1	296	0	1	29	59
-2	1	0.9	21	1	380	0	1	29	59
-2	1	0.9	30	0	296	0	0	31	64
-2	1	0.9	30	0	380	0	0	31	64
-2	1	0.9	30	1	296	0	1	29	60
-2	1	0.9	30	1	380	0	1	29	60
-2	1	0.9	41	0	296	0	1	31	65
-2	1	0.9	41	0	380	0	1	31	65
-2	1	0.9	41	1	296	0	1	29	59
-2	1	0.9	41	1	380	0	1	29	59
-1	0	0.0	0	0	296	0	2	58	63
-1	0	0.0	0	0	380	0	2	58	63
-1	0	0.0	0	1	296	0	3	55	59
-1	0	0.0	0	1	380	0	3	55	59
-1	0	0.0	10	0	296	0	0	58	60
-1	0	0.0	10	0	380	0	0	58	60
-1	0	0.0	10	1	296	0	1	56	59
-1	0	0.0	10	1	380	0	1	56	59
-1	0	0.0	21	0	296	0	1	57	60
-1	0	0.0	21	0	380	0	1	57	60
-1	0	0.0	21	1	296	0	6	55	59
-1	0	0.0	21	1	380	0	6	55	59
-1	0	0.0	30	0	296	0	4	55	62
-1	0	0.0	30	0	380	0	4	55	62
-1	0	0.0	30	1	296	0	1	56	59
-1	0	0.0	30	1	380	0	1	56	59
-1	0	0.0	41	0	296	0	0	58	61
-1	0	0.0	41	0	380	0	0	58	61
-1	0	0.0	41	1	296	0	7	53	59
-1	0	0.0	41	1	380	0	7	53	59
-1	0	0.1	0	0	296	0	1	58	61
-1	0	0.1	0	0	380	0	1	58	61
-1	0	0.1	0	1	296	0	9	55	58
-1	0	0.1	0	1	380	0	9	55	58
-1	0	0.1	10	0	296	0	2	56	60
-1	0	0.1	10	0	380	0	2	56	60
-1	0	0.1	10	1	296	0	2	54	60
-1	0	0.1	10	1	380	0	2	54	60
-1	0	0.1	21	0	296	0	3	56	60
-1	0	0.1	21	0	380	0	3	56	60
-1	0	0.1	21	1	296	0	7	54	59
-1	0	0.1	21	1	380	0	7	54	59
-1	0	0.1	30	0	296	0	0	58	62
-1	0	0.1	30	0	380	0	0	58	62
-1	0	0.1	30	1	296	0	2	55	59
-1	0	0.1	30	1	380	0	2	55	59
-1	0	0.1	41	0	296	0	5	55	60
-1	0	0.1	41	0	380	0	5	55	60
-1	0	0.1	41	1	296	0	2	56	59
-1	0	0.1	41	1	380	0	2	56	59
-1	0	0.2	0	0	296	0	2	57	60
-1	0	0.2	0	0	380	0	2	57	60
-1	0	0.2	0	1	296	0	7	55	60
-1	0	0.2	0	1	380	0	7	55	60
-1	0	0.2	10	0	296	0	6	57	60
-1	0	0.2	10	0	380	0	6	57	60
-1	0	0.2	10	1	296	0	2	54	60
-1	0	0.2	10	1	380	0	2	54	60
-1	0	0.2	21	0	296	0	1	58	60
-1	0	0.2	21	0	380	0	1	58	60
